Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
51,Yes,Travel_Rarely,250,Research & Development,1,5,Other,1,702,1,Male,64,1,2,Research Director,3,Single,6691,13118,3,Y,Yes,19,4,4,80,1,26,1,1,1,0,1,0
29,No,Travel_Rarely,885,Research & Development,3,3,Other,1,703,4,Male,86,3,4,Research Scientist,4,Married,17860,13137,1,Y,No,13,3,4,80,3,6,5,2,3,2,0,1
45,Yes,Travel_Rarely,126,Research & Development,5,4,Life Sciences,1,704,2,Male,52,3,3,Research Scientist,3,Single,10408,25492,3,Y,Yes,15,3,3,80,0,25,2,2,0,0,0,0
43,Yes,Travel_Frequently,610,Research & Development,9,3,Life Sciences,1,705,3,Male,31,2,1,Research Scientist,2,Married,2404,6497,3,Y,No,11,4,3,80,0,21,6,3,0,0,0,0
37,No,Non-Travel,1425,Research & Development,4,4,Medical,1,706,4,Male,44,1,2,Research Director,1,Single,4394,16501,2,Y,Yes,17,3,3,80,1,11,2,3,2,2,0,1
58,Yes,Travel_Rarely,289,Research & Development,1,3,Life Sciences,1,707,4,Male,52,2,3,Manager,1,Single,7872,11899,0,Y,Yes,14,3,1,80,0,35,3,4,14,5,1,3
35,No,Travel_Rarely,1392,Research & Development,1,1,Technical Degree,1,708,2,Male,75,3,1,Manager,2,Single,2974,23112,8,Y,No,13,3,4,80,1,14,1,3,4,2,1,1
42,No,Travel_Rarely,638,Research & Development,2,4,Other,1,709,4,Male,63,2,2,Research Director,4,Married,6035,7358,6,Y,No,20,3,2,80,2,17,3,3,5,1,1,1
39,No,Travel_Rarely,1041,Research & Development,9,4,Life Sciences,1,710,3,Male,30,3,1,Manufacturing Director,4,Single,3054,3560,3,Y,No,13,3,4,80,0,15,5,3,5,2,0,0
27,No,Travel_Rarely,642,Research & Development,16,4,Life Sciences,1,711,3,Female,31,1,4,Manufacturing Director,4,Single,13122,25578,2,Y,No,17,3,4,80,1,5,3,3,1,0,1,1
29,No,Travel_Rarely,293,Sales,11,1,Life Sciences,1,712,3,Male,77,3,2,Sales Representative,1,Married,6121,3564,6,Y,No,14,3,3,80,2,4,2,3,2,2,2,1
45,No,Travel_Rarely,1468,Research & Development,8,3,Other,1,713,4,Male,44,2,4,Manager,2,Single,16006,16465,3,Y,No,15,3,1,80,1,22,4,3,0,0,0,0
38,Yes,Travel_Rarely,1391,Human Resources,13,3,Life Sciences,1,714,4,Female,33,3,1,Human Resources,2,Single,2122,13178,3,Y,No,11,3,1,80,1,13,3,4,1,1,0,0
59,No,Travel_Rarely,1103,Research & Development,3,3,Technical Degree,1,715,4,Female,46,1,1,Manufacturing Director,3,Single,3685,21275,3,Y,No,15,3,2,80,0,37,3,3,0,0,0,0
31,No,Travel_Rarely,1309,Human Resources,9,4,Other,1,716,3,Male,99,2,3,Human Resources,4,Divorced,9006,6641,1,Y,No,17,4,3,80,0,9,3,3,1,1,1,1
32,Yes,Travel_Rarely,897,Research & Development,8,3,Technical Degree,1,717,3,Male,52,2,1,Healthcare Representative,4,Single,2701,12503,2,Y,No,17,4,1,80,0,9,2,2,6,0,0,0
36,Yes,Non-Travel,561,Research & Development,14,3,Life Sciences,1,718,2,Male,60,2,1,Healthcare Representative,4,Divorced,2213,17580,3,Y,No,11,3,4,80,0,16,4,4,11,2,0,4
29,No,Travel_Rarely,965,Sales,2,2,Technical Degree,1,719,4,Male,76,3,3,Manager,3,Married,7208,5791,5,Y,No,15,3,4,80,0,5,6,2,5,1,0,4
41,No,Travel_Rarely,712,Research & Development,1,4,Medical,1,720,1,Male,32,3,2,Laboratory Technician,3,Divorced,6701,19072,3,Y,No,12,3,2,80,1,19,1,4,2,2,2,1
37,Yes,Non-Travel,1352,Research & Development,2,3,Medical,1,721,4,Female,68,3,1,Healthcare Representative,3,Married,3334,19079,4,Y,Yes,13,3,4,80,1,15,1,2,5,2,1,1
32,No,Travel_Rarely,1122,Research & Development,11,4,Medical,1,722,4,Male,50,2,1,Healthcare Representative,1,Single,2636,3477,4,Y,No,14,4,4,80,2,12,1,2,5,3,3,3
41,No,Travel_Rarely,1072,Research & Development,5,3,Technical Degree,1,723,3,Male,70,3,2,Healthcare Representative,4,Married,5378,5097,1,Y,Yes,11,4,1,80,2,19,4,3,0,0,0,0
33,No,Travel_Rarely,247,Research & Development,5,4,Other,1,724,3,Male,55,3,2,Research Director,3,Single,4011,9548,2,Y,No,16,4,4,80,1,9,1,3,5,5,1,4
44,No,Non-Travel,500,Research & Development,1,3,Other,1,725,4,Male,62,2,3,Manager,4,Married,9484,6757,1,Y,No,20,3,3,80,0,21,2,1,3,3,0,3
25,No,Travel_Rarely,1230,Research & Development,10,4,Other,1,726,2,Female,69,3,3,Manager,3,Divorced,8505,14209,4,Y,No,20,3,4,80,1,3,6,3,3,1,1,2
39,No,Travel_Rarely,1425,Research & Development,9,3,Technical Degree,1,727,4,Male,52,3,2,Healthcare Representative,4,Single,2897,6659,5,Y,No,12,3,1,80,2,15,5,3,2,2,2,2
51,No,Travel_Rarely,436,Research & Development,2,2,Life Sciences,1,728,1,Female,63,3,2,Laboratory Technician,3,Married,5689,8245,2,Y,No,11,3,4,80,0,27,1,2,4,3,0,3
35,No,Non-Travel,395,Research & Development,2,3,Medical,1,729,3,Male,84,3,2,Research Director,3,Single,6065,4853,2,Y,No,16,3,1,80,0,10,2,3,10,9,2,0
47,Yes,Travel_Rarely,1031,Sales,4,2,Medical,1,730,3,Female,59,3,2,Sales Representative,2,Divorced,5377,23139,0,Y,Yes,11,3,2,80,3,25,2,2,6,1,1,3
33,Yes,Travel_Rarely,286,Research & Development,4,2,Medical,1,731,2,Female,37,3,2,Manager,4,Divorced,5096,20159,2,Y,Yes,12,4,2,80,3,14,4,2,1,0,1,1
33,Yes,Travel_Rarely,1487,Research & Development,5,3,Medical,1,732,3,Male,36,3,1,Laboratory Technician,1,Divorced,2774,15025,3,Y,No,14,3,3,80,0,9,3,1,1,1,1,1
29,No,Travel_Rarely,571,Sales,1,4,Marketing,1,733,3,Male,33,2,3,Sales Representative,3,Divorced,12117,11313,2,Y,No,13,3,3,80,0,5,5,4,3,0,1,3
49,No,Travel_Rarely,631,Research & Development,4,3,Life Sciences,1,734,3,Male,54,3,3,Healthcare Representative,4,Divorced,10195,4785,1,Y,No,16,3,4,80,1,24,5,3,0,0,0,0
30,No,Travel_Rarely,1124,Research & Development,2,2,Other,1,735,4,Female,90,2,1,Manufacturing Director,2,Divorced,3526,25059,2,Y,Yes,11,3,4,80,1,9,4,2,7,1,1,5
38,No,Travel_Rarely,322,Research & Development,14,2,Other,1,736,4,Female,96,3,3,Research Scientist,4,Married,7367,17087,3,Y,No,12,3,4,80,0,14,2,4,5,5,0,0
27,No,Travel_Rarely,222,Human Resources,2,1,Life Sciences,1,737,4,Male,36,2,3,Manager,4,Married,7947,15941,2,Y,Yes,17,3,3,80,0,6,3,2,6,1,0,3
56,No,Travel_Rarely,460,Research & Development,7,3,Other,1,738,1,Male,59,3,3,Research Director,1,Married,7279,24244,7,Y,No,11,3,2,80,2,35,5,3,4,4,0,2
40,No,Travel_Rarely,741,Sales,5,4,Life Sciences,1,739,2,Male,42,2,3,Sales Representative,4,Divorced,10083,13671,2,Y,Yes,23,3,3,80,2,19,2,3,5,3,0,0
33,No,Travel_Rarely,1430,Sales,1,4,Other,1,740,2,Female,55,3,2,Sales Representative,4,Single,2909,6252,4,Y,No,15,3,1,80,1,10,2,3,1,0,1,0
33,No,Travel_Frequently,871,Research & Development,7,4,Medical,1,741,4,Male,42,3,2,Manufacturing Director,4,Single,5653,5785,1,Y,No,12,3,3,80,1,11,0,2,4,1,1,2
31,No,Travel_Rarely,1244,Research & Development,3,1,Other,1,742,1,Male,70,3,3,Manager,2,Divorced,9102,13707,5,Y,No,15,3,4,80,0,8,1,2,5,2,2,1
34,Yes,Travel_Frequently,1358,Sales,3,3,Medical,1,743,3,Female,92,3,2,Manager,2,Single,5162,4090,7,Y,Yes,11,3,1,80,0,13,5,3,13,1,6,6
37,No,Travel_Rarely,1242,Research & Development,4,3,Other,1,744,2,Female,42,2,3,Research Director,3,Married,7900,20270,5,Y,No,13,3,4,80,3,12,1,3,5,0,0,2
27,No,Travel_Frequently,1414,Research & Development,16,1,Medical,1,745,4,Male,93,2,2,Manufacturing Director,3,Single,5696,16527,3,Y,No,17,3,1,80,0,8,3,4,0,0,0,0
19,No,Travel_Rarely,710,Research & Development,2,2,Medical,1,746,4,Male,82,3,3,Laboratory Technician,3,Married,8766,3512,3,Y,No,15,3,1,80,2,0,1,4,0,0,0,0
34,No,Travel_Rarely,1286,Sales,2,4,Other,1,747,4,Male,73,3,2,Manager,4,Divorced,5791,14582,5,Y,No,11,3,3,80,1,13,2,4,2,0,1,2
23,Yes,Travel_Rarely,493,Research & Development,10,2,Medical,1,748,1,Female,77,1,1,Healthcare Representative,4,Married,3088,5669,2,Y,No,17,3,3,80,1,1,4,3,0,0,0,0
44,No,Travel_Frequently,842,Research & Development,2,1,Medical,1,749,3,Male,47,2,3,Manufacturing Director,4,Single,8334,26572,3,Y,Yes,15,3,1,80,0,20,3,3,5,5,1,2
19,No,Travel_Rarely,1180,Sales,1,3,Medical,1,750,2,Female,94,3,2,Sales Representative,3,Married,5803,26649,1,Y,No,13,3,3,80,2,0,5,2,0,0,0,0
30,No,Travel_Rarely,923,Research & Development,1,1,Technical Degree,1,751,4,Female,63,3,5,Research Scientist,2,Married,19999,16327,5,Y,No,15,3,3,80,1,5,2,4,4,1,0,4
38,No,Non-Travel,1496,Sales,5,1,Medical,1,752,4,Female,58,3,2,Sales Executive,3,Married,5788,2574,2,Y,No,14,3,3,80,1,17,2,1,1,1,1,0
46,No,Travel_Rarely,1130,Sales,11,3,Medical,1,753,3,Male,49,2,5,Manager,4,Single,19999,23825,2,Y,Yes,18,3,2,80,1,22,3,3,5,2,1,4
46,No,Travel_Rarely,876,Sales,2,2,Marketing,1,754,1,Female,72,2,1,Sales Representative,1,Single,3616,13801,3,Y,No,15,3,2,80,1,23,5,4,1,0,0,1
33,No,Travel_Rarely,1064,Research & Development,2,4,Other,1,755,2,Male,68,3,3,Manufacturing Director,4,Single,9376,10738,0,Y,Yes,15,3,2,80,0,12,3,3,9,8,0,3
26,No,Travel_Rarely,465,Sales,5,1,Technical Degree,1,756,2,Male,85,3,2,Sales Representative,3,Single,4927,24833,2,Y,No,17,3,2,80,0,6,2,1,1,1,1,1
45,Yes,Travel_Frequently,1338,Sales,9,3,Other,1,757,4,Male,91,3,1,Manager,3,Divorced,2971,13189,3,Y,Yes,12,3,2,80,1,19,1,3,1,0,0,1
31,No,Travel_Rarely,395,Sales,16,4,Technical Degree,1,758,3,Female,63,1,1,Sales Executive,3,Married,2479,9278,3,Y,No,17,3,2,80,1,8,2,3,3,3,1,0
30,No,Travel_Rarely,265,Research & Development,10,2,Life Sciences,1,759,3,Male,82,1,2,Manager,4,Single,6455,6203,0,Y,No,14,3,4,80,1,5,6,3,5,2,5,2
54,Yes,Non-Travel,461,Research & Development,1,3,Life Sciences,1,760,2,Female,95,2,3,Manager,4,Married,8320,2419,3,Y,No,11,3,4,80,1,30,1,3,2,2,0,2
43,No,Travel_Rarely,969,Sales,3,3,Marketing,1,761,4,Female,96,3,4,Sales Executive,2,Single,11375,18535,3,Y,Yes,17,4,3,80,2,19,3,3,5,5,0,0
47,No,Travel_Rarely,899,Sales,1,3,Other,1,762,1,Male,34,3,5,Sales Representative,4,Divorced,15555,26003,2,Y,No,11,3,4,80,1,26,2,4,0,0,0,0
43,No,Travel_Rarely,699,Research & Development,3,4,Life Sciences,1,763,3,Female,35,3,3,Research Scientist,2,Single,8344,12324,5,Y,No,12,3,1,80,1,19,1,2,3,0,1,3
25,No,Travel_Rarely,260,Sales,29,2,Technical Degree,1,764,4,Male,70,2,2,Manager,3,Single,5386,10026,4,Y,No,21,3,4,80,0,4,0,3,2,1,1,1
35,No,Travel_Rarely,1273,Sales,8,2,Marketing,1,765,4,Male,80,3,2,Sales Representative,4,Single,6456,8250,1,Y,No,16,3,2,80,0,12,0,2,6,1,0,3
33,No,Travel_Frequently,1485,Research & Development,5,3,Technical Degree,1,766,4,Male,74,2,3,Laboratory Technician,4,Married,10325,21854,4,Y,No,16,3,2,80,2,10,4,3,0,0,0,0
18,No,Travel_Frequently,862,Research & Development,3,2,Technical Degree,1,767,3,Female,40,3,2,Manufacturing Director,4,Married,4096,22452,5,Y,No,11,3,3,80,0,0,5,3,0,0,0,0
38,No,Travel_Rarely,905,Research & Development,12,3,Life Sciences,1,768,3,Male,74,2,2,Manager,4,Married,5836,18104,3,Y,No,17,3,4,80,1,16,2,3,4,0,1,0
51,No,Travel_Rarely,1480,Research & Development,16,4,Medical,1,769,4,Male,73,3,2,Manufacturing Director,4,Married,6293,24727,5,Y,Yes,20,3,3,80,2,29,3,1,2,2,0,2
35,No,Travel_Rarely,239,Sales,1,3,Medical,1,770,3,Male,33,2,2,Sales Representative,4,Divorced,5302,21915,4,Y,No,18,3,3,80,0,14,2,2,4,4,1,0
47,Yes,Travel_Frequently,1272,Sales,7,3,Life Sciences,1,771,3,Male,63,3,3,Manager,1,Single,6450,24538,3,Y,Yes,16,3,4,80,0,28,3,3,3,2,3,0
55,No,Non-Travel,1224,Research & Development,5,2,Technical Degree,1,772,3,Female,42,3,2,Healthcare Representative,4,Married,5732,8592,2,Y,No,19,3,1,80,1,36,2,1,12,12,1,0
30,No,Travel_Rarely,564,Human Resources,3,3,Other,1,773,4,Female,83,3,3,Manager,4,Single,9206,15327,1,Y,No,14,3,2,80,1,8,4,3,1,1,1,0
44,No,Travel_Rarely,1303,Research & Development,23,2,Medical,1,774,3,Male,82,3,2,Healthcare Representative,2,Divorced,3907,10898,3,Y,No,16,3,2,80,1,21,1,3,5,1,0,2
43,No,Travel_Rarely,182,Sales,2,1,Technical Degree,1,775,2,Female,36,4,4,Sales Executive,2,Married,13367,8644,1,Y,No,12,3,4,80,0,16,1,1,2,1,0,0
31,Yes,Travel_Rarely,1057,Sales,3,5,Other,1,776,2,Female,88,4,2,Manager,3,Married,5624,14568,2,Y,Yes,14,3,1,80,1,8,4,3,0,0,0,0
38,No,Travel_Rarely,249,Research & Development,5,3,Technical Degree,1,777,3,Male,39,1,3,Manager,4,Divorced,8731,10987,3,Y,Yes,22,3,4,80,0,19,0,3,0,0,0,0
36,No,Non-Travel,807,Sales,8,3,Other,1,778,4,Male,54,3,2,Sales Executive,4,Married,5053,19415,4,Y,No,12,4,2,80,0,11,5,3,1,1,1,1
34,No,Travel_Rarely,461,Research & Development,1,2,Other,1,779,3,Male,74,3,1,Manufacturing Director,3,Married,2772,13532,4,Y,Yes,16,3,4,80,3,11,5,3,11,2,1,8
38,Yes,Travel_Rarely,559,Research & Development,1,3,Medical,1,780,4,Female,53,3,2,Manager,1,Single,5223,17923,4,Y,Yes,19,3,1,80,0,14,2,2,0,0,0,0
46,Yes,Travel_Rarely,1225,Human Resources,6,2,Other,1,781,1,Male,94,3,2,Human Resources,1,Married,3633,21011,4,Y,No,16,3,2,80,0,22,5,1,2,1,0,2
31,No,Travel_Rarely,1148,Sales,1,3,Marketing,1,782,4,Male,35,3,2,Manager,4,Married,3957,23523,1,Y,No,14,4,3,80,0,6,0,3,6,5,0,5
35,No,Travel_Rarely,1231,Research & Development,2,2,Medical,1,783,3,Male,85,2,2,Research Scientist,3,Married,4823,14518,3,Y,Yes,11,3,4,80,1,13,6,2,1,0,1,0
42,No,Travel_Rarely,830,Research & Development,7,4,Life Sciences,1,784,1,Male,80,2,4,Research Scientist,1,Married,16177,24414,2,Y,No,12,3,2,80,1,21,4,2,7,7,1,7
44,No,Travel_Frequently,810,Research & Development,1,4,Technical Degree,1,785,3,Male,67,3,2,Manufacturing Director,3,Married,6408,3383,7,Y,Yes,16,3,3,80,2,22,2,4,5,1,0,0
53,No,Non-Travel,127,Research & Development,2,2,Medical,1,786,2,Female,71,3,2,Laboratory Technician,3,Single,4833,2882,1,Y,No,11,3,1,80,1,27,2,3,3,1,0,1
43,No,Travel_Rarely,869,Sales,3,5,Medical,1,787,2,Male,66,4,2,Manager,4,Single,4448,13291,4,Y,No,14,4,3,80,1,20,4,3,14,4,0,2
43,No,Travel_Rarely,779,Sales,1,4,Medical,1,788,3,Female,65,3,2,Sales Representative,2,Married,4252,7229,3,Y,No,14,3,3,80,0,18,1,3,5,4,0,3
47,No,Travel_Rarely,231,Research & Development,1,3,Life Sciences,1,789,3,Male,49,1,3,Laboratory Technician,1,Married,8090,4389,6,Y,Yes,14,3,3,80,0,24,5,3,11,10,7,8
37,Yes,Travel_Frequently,780,Research & Development,12,1,Life Sciences,1,790,4,Male,52,3,3,Healthcare Representative,3,Married,9798,18935,4,Y,Yes,16,3,3,80,0,16,5,2,3,3,3,3
26,No,Travel_Rarely,639,Research & Development,10,4,Technical Degree,1,791,4,Female,94,1,2,Laboratory Technician,4,Single,4928,15676,3,Y,No,15,3,1,80,1,3,2,2,1,0,0,0
33,No,Travel_Rarely,208,Research & Development,26,4,Technical Degree,1,792,2,Male,51,3,4,Manager,2,Married,12208,17639,0,Y,No,21,3,3,80,1,11,4,2,4,1,1,1
55,No,Non-Travel,630,Sales,8,4,Technical Degree,1,793,4,Female,47,3,2,Sales Representative,2,Single,6109,24798,2,Y,No,11,3,4,80,1,31,3,1,0,0,0,0
37,No,Travel_Rarely,1415,Research & Development,1,4,Life Sciences,1,794,4,Female,83,3,2,Manager,4,Divorced,4569,26198,3,Y,No,13,3,1,80,1,18,4,3,13,6,2,9
28,Yes,Non-Travel,313,Research & Development,8,3,Other,1,795,4,Female,91,3,1,Manager,3,Divorced,2978,6779,4,Y,No,14,4,2,80,0,3,4,2,3,2,1,1
22,No,Travel_Rarely,1426,Sales,4,2,Life Sciences,1,796,4,Male,36,3,1,Sales Executive,3,Single,2440,25590,1,Y,Yes,14,3,3,80,1,0,2,3,0,0,0,0
38,Yes,Travel_Frequently,1142,Research & Development,3,3,Medical,1,797,2,Female,49,4,3,Manufacturing Director,3,Single,8629,25473,5,Y,Yes,11,3,4,80,1,13,4,3,1,0,1,1
30,No,Travel_Rarely,1214,Research & Development,2,1,Medical,1,798,3,Male,76,3,2,Healthcare Representative,4,Single,5185,20269,3,Y,Yes,14,3,4,80,1,11,2,3,1,0,1,0
24,Yes,Travel_Rarely,746,Sales,1,3,Life Sciences,1,799,4,Male,67,3,1,Manager,1,Single,2068,5628,2,Y,No,15,3,3,80,1,0,2,3,0,0,0,0
47,No,Travel_Frequently,1114,Sales,7,4,Technical Degree,1,800,2,Female,77,3,1,Sales Representative,3,Single,3044,7758,2,Y,Yes,13,3,1,80,2,23,6,3,1,1,0,1
26,No,Travel_Rarely,161,Sales,2,3,Life Sciences,1,801,2,Female,48,1,4,Manager,2,Married,12435,10847,0,Y,No,15,3,2,80,1,7,2,2,2,0,1,2
37,No,Travel_Rarely,683,Research & Development,29,4,Technical Degree,1,802,4,Male,32,3,4,Healthcare Representative,3,Single,14930,21486,0,Y,Yes,11,3,4,80,2,10,2,3,6,2,3,3
29,No,Travel_Rarely,791,Research & Development,1,4,Medical,1,803,3,Male,66,3,3,Research Scientist,2,Single,10217,17439,2,Y,Yes,12,3,2,80,3,7,1,4,2,1,1,2
38,No,Travel_Rarely,149,Research & Development,12,4,Life Sciences,1,804,3,Female,55,3,3,Healthcare Representative,1,Married,7231,23168,3,Y,No,15,3,4,80,1,14,2,4,0,0,0,0
42,Yes,Travel_Frequently,1279,Research & Development,1,4,Medical,1,805,1,Male,74,3,1,Laboratory Technician,3,Single,2543,2314,3,Y,No,19,3,3,80,0,19,0,4,1,0,0,0
39,No,Non-Travel,865,Sales,4,3,Other,1,806,2,Female,54,4,3,Manager,1,Single,5859,21837,3,Y,Yes,11,3,2,80,3,13,1,3,5,4,0,5
42,No,Travel_Rarely,662,Research & Development,14,3,Technical Degree,1,807,3,Male,41,3,3,Research Director,1,Divorced,5875,16358,4,Y,No,11,3,2,80,1,22,4,4,3,0,1,3
38,No,Non-Travel,1305,Sales,4,3,Marketing,1,808,2,Male,71,3,3,Manager,4,Divorced,7773,20162,5,Y,No,16,3,4,80,3,17,3,3,0,0,0,0
36,No,Travel_Rarely,1022,Research & Development,20,5,Technical Degree,1,809,1,Female,32,3,3,Laboratory Technician,3,Married,7294,14110,0,Y,No,13,3,4,80,1,13,3,2,1,0,0,0
23,Yes,Travel_Frequently,1169,Research & Development,1,3,Other,1,810,4,Male,57,3,1,Research Director,3,Married,2770,22904,0,Y,Yes,16,3,2,80,3,0,6,3,0,0,0,0
24,No,Travel_Rarely,415,Research & Development,3,2,Other,1,811,2,Female,77,1,1,Manufacturing Director,3,Single,3220,5625,2,Y,No,11,3,4,80,1,1,2,2,1,0,1,0
56,Yes,Travel_Rarely,1026,Sales,24,2,Technical Degree,1,812,1,Male,81,3,4,Manager,3,Married,13002,20486,2,Y,Yes,11,3,4,80,1,32,2,3,0,0,0,0
41,No,Travel_Rarely,260,Research & Development,6,4,Medical,1,813,3,Female,91,1,2,Research Director,3,Married,3746,17421,5,Y,No,14,3,3,80,2,16,5,2,7,2,1,2
27,Yes,Non-Travel,544,Research & Development,2,4,Other,1,814,4,Female,39,2,1,Manager,1,Married,2329,10368,5,Y,Yes,12,4,3,80,3,6,4,3,1,1,1,1
45,No,Travel_Frequently,1430,Sales,1,3,Other,1,815,1,Female,61,4,3,Manager,3,Divorced,10901,5502,1,Y,Yes,14,3,1,80,1,24,3,3,5,5,2,4
39,No,Travel_Rarely,898,Research & Development,1,2,Life Sciences,1,816,2,Male,35,3,4,Manufacturing Director,3,Married,11925,5163,2,Y,Yes,19,4,4,80,0,20,3,4,0,0,0,0
26,Yes,Travel_Rarely,420,Research & Development,6,4,Medical,1,817,3,Female,93,3,1,Research Scientist,4,Divorced,2562,15122,3,Y,Yes,11,3,4,80,3,3,3,3,3,2,3,3
42,No,Travel_Rarely,751,Sales,1,4,Life Sciences,1,818,3,Male,47,2,1,Sales Representative,4,Married,2209,7662,4,Y,No,14,3,3,80,1,19,4,3,15,5,0,15
57,No,Non-Travel,129,Research & Development,13,4,Life Sciences,1,819,4,Female,33,3,4,Healthcare Representative,3,Married,8466,2847,2,Y,Yes,20,3,4,80,0,35,5,3,19,2,0,9
35,No,Travel_Rarely,609,Research & Development,5,3,Other,1,820,1,Female,69,1,2,Healthcare Representative,2,Single,5830,25197,5,Y,No,17,3,4,80,0,14,3,3,2,0,1,0
23,Yes,Travel_Rarely,1486,Sales,1,3,Marketing,1,821,4,Female,68,2,2,Manager,2,Single,5868,18204,2,Y,Yes,13,3,4,80,0,0,2,1,0,0,0,0
52,No,Travel_Rarely,266,Research & Development,1,1,Life Sciences,1,822,2,Female,59,3,3,Manager,2,Married,7987,6543,4,Y,No,16,3,3,80,1,28,1,1,7,6,0,4
30,Yes,Travel_Rarely,204,Research & Development,1,3,Medical,1,823,2,Female,88,3,1,Healthcare Representative,3,Single,3191,6270,1,Y,Yes,17,3,2,80,1,7,2,1,0,0,0,0
42,No,Travel_Rarely,622,Research & Development,29,2,Medical,1,824,2,Female,96,3,2,Manager,4,Married,6916,23110,2,Y,No,11,3,2,80,0,23,4,4,8,8,1,0
41,No,Travel_Rarely,1324,Sales,2,2,Technical Degree,1,825,3,Male,58,3,2,Sales Executive,4,Married,5830,15725,2,Y,No,18,3,3,80,0,21,2,3,6,6,6,6
18,No,Travel_Rarely,909,Sales,7,3,Life Sciences,1,826,4,Male,50,2,1,Sales Representative,1,Married,2644,20856,3,Y,No,20,3,3,80,1,0,4,3,0,0,0,0
28,No,Travel_Frequently,1060,Research & Development,1,3,Other,1,827,3,Female,35,1,1,Research Director,3,Married,2620,18590,2,Y,No,11,3,4,80,1,4,4,3,4,4,0,3
33,No,Travel_Rarely,191,Research & Development,1,3,Life Sciences,1,828,4,Female,52,3,3,Manager,3,Married,8950,11351,4,Y,No,17,3,2,80,0,12,3,4,3,0,1,1
34,No,Non-Travel,212,Sales,1,3,Other,1,829,2,Male,68,3,1,Sales Representative,3,Single,3049,21348,4,Y,No,11,3,3,80,1,10,6,2,10,7,0,0
40,No,Travel_Frequently,770,Research & Development,14,4,Technical Degree,1,830,3,Male,81,3,3,Manager,4,Single,10954,24013,1,Y,No,15,4,4,80,1,17,2,3,11,5,3,1
52,No,Travel_Rarely,445,Research & Development,6,4,Medical,1,831,3,Female,31,1,4,Research Scientist,4,Married,12393,2292,4,Y,Yes,20,3,1,80,2,30,1,2,1,1,1,0
37,No,Travel_Rarely,535,Sales,3,3,Technical Degree,1,832,3,Male,66,3,4,Sales Representative,4,Divorced,14073,15444,3,Y,No,15,3,3,80,1,14,5,2,7,4,1,6
47,No,Travel_Rarely,1239,Sales,3,1,Other,1,833,4,Male,85,1,3,Manager,3,Single,5149,12918,5,Y,No,11,3,3,80,0,26,5,2,1,0,1,0
38,No,Travel_Rarely,742,Sales,20,4,Other,1,834,1,Male,54,1,2,Sales Executive,3,Married,5123,22457,2,Y,No,11,3,4,80,0,12,2,3,0,0,0,0
31,No,Travel_Frequently,406,Sales,25,3,Life Sciences,1,835,3,Female,65,3,3,Manager,4,Married,8384,18277,4,Y,No,12,3,2,80,1,9,1,3,3,2,1,2
27,Yes,Travel_Rarely,632,Research & Development,12,3,Medical,1,836,1,Male,56,3,3,Healthcare Representative,4,Married,7024,23174,1,Y,No,11,3,4,80,1,6,5,3,0,0,0,0
48,No,Travel_Rarely,1452,Research & Development,4,1,Life Sciences,1,837,4,Male,50,2,2,Research Scientist,4,Single,6505,12527,1,Y,No,13,3,4,80,1,29,2,4,2,2,1,1
39,No,Non-Travel,576,Research & Development,2,4,Technical Degree,1,838,4,Male,81,3,2,Laboratory Technician,3,Divorced,5382,14207,2,Y,No,16,3,3,80,1,15,1,2,2,1,0,0
44,No,Travel_Frequently,880,Research & Development,19,2,Life Sciences,1,839,2,Male,75,3,4,Research Director,4,Married,16124,12878,3,Y,Yes,11,3,2,80,1,19,0,3,2,0,1,0
35,No,Non-Travel,769,Research & Development,10,2,Life Sciences,1,840,2,Male,35,3,4,Research Scientist,3,Single,16622,5616,2,Y,No,12,3,1,80,0,10,3,4,6,2,1,5
28,No,Travel_Rarely,768,Human Resources,2,3,Life Sciences,1,841,1,Female,98,4,1,Human Resources,3,Married,3757,10429,3,Y,No,14,3,3,80,0,5,2,3,5,0,2,2
38,No,Travel_Rarely,1488,Human Resources,4,3,Life Sciences,1,842,4,Male,74,2,1,Human Resources,4,Divorced,2372,23834,3,Y,No,12,3,2,80,0,13,2,2,8,5,3,2
29,Yes,Travel_Frequently,165,Research & Development,15,4,Technical Degree,1,843,2,Male,37,3,1,Manager,3,Single,2807,13064,1,Y,No,11,3,3,80,1,6,1,1,3,3,2,0
41,No,Travel_Rarely,185,Research & Development,12,4,Life Sciences,1,844,1,Female,77,3,5,Laboratory Technician,4,Single,11322,9028,2,Y,No,15,3,4,80,0,19,2,3,0,0,0,0
29,Yes,Travel_Rarely,1373,Research & Development,15,3,Medical,1,845,4,Female,32,3,1,Manager,4,Single,2715,21166,2,Y,No,17,3,3,80,3,6,6,3,6,5,2,5
